Artist,Album Title,Track Title,Track Position,Duration,Producer,Remixer,Release Date,Catalog Number,Label,release_id
Kylie Minogue,Kylie Christmas,Every Day's Like Christmas,B1,4:13,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Let It Snow,B2,1:56,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,White December,B3,3:08,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,2000 Miles,B4,3:35,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Santa Baby,B5,3:35,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Christmas Isn't Christmas 'Til You Get Here,B6,3:04,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Kylie Christmas,Have Yourself A Merry Little Christmas,B7,3:22,,,2015,825646004874,Parlophone,7779913
Kylie Minogue,Giving You Up,Giving You Up (Riton Re-Rub Dub),A,6:33,"Brian Higgins, Xenomania",Riton,2005,12r 6661,Parlophone,427828
Kylie Minogue,Giving You Up,Giving You Up (Original),B1,3:31,"Brian Higgins, Xenomania",,2005,12r 6661,Parlophone,427828
Kylie Minogue,Giving You Up,Giving You Up (Alter Ego Remix),B2,8:06,"Brian Higgins, Xenomania","Alter Ego, Jörn Elling Wuttke, Roman Flügel",2005,12r 6661,Parlophone,427828
Kylie Minogue,Body Language,Slow,A1,,Sunnyroads,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Still Standing,A2,,Baby Ash,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Secret (Take You Home),A3,,Reza Safinia,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Promises,A4,,Kurtis Mantronik,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Sweet Music,A5,,Baby Ash,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Red Blooded Woman,A6,,Johnny Douglas,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Chocolate,B1,,Johnny Douglas,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Obsession,B2,,Kurtis Mantronik,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,I Feel For You,B3,,Electric J,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Someday,B4,,Baby Ash,,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,Loving Days,B5,,"Julian Gallagher, Richard Stannard",,2024,5054197802928,Parlophone,29974366
Kylie Minogue,Body Language,After Dark,B6,,"Cathy Dennis, Chris Braide",,2024,5054197802928,Parlophone,29974366
Kylie Minogue,In My Arms,In My Arms,A1,3:32,,,2008,50999 514958 1 7,Parlophone,1242474
Kylie Minogue,In My Arms,In My Arms (Spitzer Remix),B1,3:30,,"Damien Bregère, Matthieu Bregère, Spitzer",2008,50999 514958 1 7,Parlophone,1242474
Kylie Minogue,In My Arms,In My Arms (Sebastien Leger Mix),B2,7:03,,Sébastien Léger,2008,50999 514958 1 7,Parlophone,1242474
Kylie Minogue,Get Outta My Way,Get Outta My Way,A,,"Cutfather, Daniel Davidsen, Peter Wallevik",,2010,R 6826,Parlophone,2462023
Kylie Minogue,Get Outta My Way,Get Outta My Way (Bimbo Jones Piano Mix) (Radio Edit),B,,"Cutfather, Daniel Davidsen, Peter Wallevik",Bimbo Jones; Lee Dagger; Marc JB,2010,R 6826,Parlophone,2462023
Kylie Minogue,I Was Gonna Cancel,Over,,,,,2014,R6933,Parlophone,12115885
Kylie Minogue,I Was Gonna Cancel,I Was Gonna Cancel,A,3:30,Pharrell Williams; Kelly Sheehan,,2014,R6933,Parlophone,12115885
Kylie Minogue,All The Lovers,All The Lovers,A,,,,2010,RPD 6817,Parlophone,2333282
Kylie Minogue,All The Lovers,Los Amores,B,,,,2010,RPD 6817,Parlophone,2333282
Kylie Minogue,Red Blooded Woman,Red Blooded Woman (Whitey Mix),A,5:11,Jon Douglas,Whitey,2004,"12R 6633, 7243 548274 6","Parlophone, Parlophone",242787
Kylie Minogue,Red Blooded Woman,Slow (Chemical Brothers Remix),B1,7:12,,The Chemical Brothers,2004,"12R 6633, 7243 548274 6","Parlophone, Parlophone",242787
Kylie Minogue,Red Blooded Woman,Red Blooded Woman (Narcotic Thrust Mix),B2,7:10,Jon Douglas,Andy Morris; Narcotic Thrust; Stuart Crichton,2004,"12R 6633, 7243 548274 6","Parlophone, Parlophone",242787
Kylie Minogue,Chocolate,Chocolate (Tom Middleton Cosmos Mix),A1,,,Tom Middleton,2004,"12R 6639, 7243 549822 6 2","Parlophone, Parlophone",242787
Kylie Minogue,Chocolate,Chocolate (Radio Edit),A2,,,,2004,"12R 6639, 7243 549822 6 2","Parlophone, Parlophone",242787
Kylie Minogue,Chocolate,Chocolate (EMÓ Mix),B,,,EMÓ (2),2004,"12R 6639, 7243 549822 6 2","Parlophone, Parlophone",242787
Kylie Minogue,I Believe In You,I Believe In You (Original Version),A,,,,2004,"12R 6656, 7243 816931 6 2","Parlophone, Parlophone",357364
Kylie Minogue,I Believe In You,I Believe In You (Mylo Dub),B1,,,Myles MacInnes,2004,"12R 6656, 7243 816931 6 2","Parlophone, Parlophone",357364
Kylie Minogue,I Believe In You,I Believe In You (Skylark Mix),B2,,,Andy Chatterley; Nic Fanciulli,2004,"12R 6656, 7243 816931 6 2","Parlophone, Parlophone",357364
Kylie Minogue,Wow,Wow,A1,3:10,Greg Kurstin,,2008,"12R 6754, 50999 52094 0 1","Parlophone, Parlophone",1240178
Kylie Minogue,Wow,Wow (CSS Remix),A2,3:14,Greg Kurstin,CSS,2008,"12R 6754, 50999 52094 0 1","Parlophone, Parlophone",1240178
Kylie Minogue,Wow,Wow (F*** Me I'm Famous Remix By David Guetta & Joachim Garraud),B1,6:22,Greg Kurstin,David Guetta & Joachim Garraud,2008,"12R 6754, 50999 52094 0 1","Parlophone, Parlophone",1240178
Kylie Minogue,Wow,Wow (Mstrkrft Remix),B2,4:45,Greg Kurstin,Mstrkrft,2008,"12R 6754, 50999 52094 0 1","Parlophone, Parlophone",1240178
Kylie Minogue,Slow,Slow (Extended Mix),A1,6:25,Sunnyroads,,2003,"553 3626, 7243 5 53362 6 2","Parlophone, Parlophone",203164
Kylie Minogue,Slow,Slow (Radio Slave Remix),B1,6:35,Sunnyroads,"Radio Slave, Matt Edwards",2003,"553 3626, 7243 5 53362 6 2","Parlophone, Parlophone",203164
Kylie Minogue,Slow,Slow (Medicine 8 Remix),B2,6:57,Sunnyroads,"Medicine8, Liam May, Luke Ezra",2003,"553 3626, 7243 5 53362 6 2","Parlophone, Parlophone",203164
Kylie Minogue,Kiss Me Once,Into The Blue,A1,4:08,,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Million Miles,A2,3:28,Cutfather; Daniel Davidsen; Peter Wallevik,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,I Was Gonna Cancel,A3,3:32,Kelly Sheehan; Pharrell Williams,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Sexy Love,B1,3:31,Cutfather; Daniel Davidsen; Peter Wallevik,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Sexercize,B2,2:47,The Monsters & Strangerz; Kelly Sheehan,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Feels So Good,B3,3:37,MNEK; MNEK; Wayne Wilkins,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,If Only,C1,3:21,Ariel Rechtshaid,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Les Sex,C2,3:47,Goodwill (4); JD Walker; MGI (2),,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Kiss Me Once,C3,3:17,Jesse Shatkin,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Beautiful,D1,3:24,Alex Smith (7); Mark Taylor,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Kiss Me Once,Fine,D2,3:36,Chris Loco,,2014,"825646328048, 2564632804","Parlophone, Parlophone",5505704
Kylie Minogue,Better Than Today,Better Than Today,A,,,,2010,"R6828, 50999 9 46627 7 1","Parlophone, Parlophone",2585095
Kylie Minogue,Better Than Today,Better Than Today (Bills And Hurr Remix),B,,,,2010,"R6828, 50999 9 46627 7 1","Parlophone, Parlophone",2585095
Inaya Day,Keep Pushin',Keep Pushin' (Mousse T. Cut-Up Mix),A,7:10,"Boris Dlugosch, Mousse T.",Mousse T.,2003,PJMS0075,Peppermint Jam,239650
Inaya Day,Keep Pushin',Keep Pushin' (Sharam Jey Vox Mix),B1,7:18,"Boris Dlugosch, Mousse T.",Sharam Jey,2003,PJMS0075,Peppermint Jam,239650
Inaya Day,Keep Pushin',Keep Pushin' (Original Mix),B2,6:18,"Boris Dlugosch, Mousse T.",,2003,PJMS0075,Peppermint Jam,239650
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,"The Best Things In Life Are Free (Classic 12"" Mix)",A1,5:54,,"David Morales, Frankie Knuckles",1992,31458 7406 1,Perspective Records,351667
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,The Best Things In Life Are Free (Def Version),A2,8:41,,David Morales,1992,31458 7406 1,Perspective Records,351667
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,The Best Things In Life Are Free (Album Version),A3,4:36,Jimmy Jam & Terry Lewis,,1992,31458 7406 1,Perspective Records,351667
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,"The Best Things In Life Are Free (C.J.'s U.K. 12"" Mix)",B1,10:01,,CJ Mackintosh,1992,31458 7406 1,Perspective Records,351667
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,The Best Things In Life Are Free (C.J.'s FXTC Dub),B2,6:51,,CJ Mackintosh,1992,31458 7406 1,Perspective Records,351667
Luther Vandross & Janet Jackson,The Best Things In Life Are Free,The Best Things In Life Are Free (C.J.'s Vinyl Zone Dub),B3,6:49,,CJ Mackintosh,1992,31458 7406 1,Perspective Records,351667
ABBA,The Visitors,The Visitors,A1,5:49,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,Head Over Heels,A2,3:45,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,When All Is Said And Done,A3,3:20,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,Soldiers,A4,4:38,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,I Let The Music Speak,B1,5:20,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,One Of Us,B2,3:55,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,Two For The Price Of One,B3,3:36,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,Slipping Through My Fingers,B4,3:51,,,1981,POLS 342,Polar,9535494
ABBA,The Visitors,Like An Angel Passing Through My Room,B5,3:25,,,1981,POLS 342,Polar,9535494
Ace Of Base,"Lucky Love ""The Remixes""",Lucky Love (Raggasol Remix),A1,2:53,"Denniz PoP, Joker*, Max Martin",,1995,577 249-1,Polydor,1497131
Ace Of Base,"Lucky Love ""The Remixes""",Lucky Love (Amadin Remix),A2,5:39,"Denniz PoP, Joker*, Max Martin",Amadin,1995,577 249-1,Polydor,1497131
Ace Of Base,"Lucky Love ""The Remixes""","Lucky Love (""British Nites"" Remix)",B,11:25,"Denniz PoP, Joker*, Max Martin",Armand Van Helden,1995,577 249-1,Polydor,1497131
Cathy Dennis,You Lied To Me,You Lied To Me (Sprayed With Shep's Attitude Mix),A1,8:54,"Cathy Dennis, Shep Pettibone",Shep Pettibone,1992,863 453-1,Polydor,186473
Cathy Dennis,You Lied To Me,You Lied To Me (Dan's Club Mix),A2,7:50,"Cathy Dennis, Shep Pettibone",Dancin' Danny D,1992,863 453-1,Polydor,186473
Cathy Dennis,You Lied To Me,You Lied To Me (Shep's Extended Mix),B1,6:11,"Cathy Dennis, Shep Pettibone",Shep Pettibone,1992,863 453-1,Polydor,186473
Cathy Dennis,You Lied To Me,You Lied To Me (Sprayed With Attitude Dub 1),B2,5:35,"Cathy Dennis, Shep Pettibone",Shep Pettibone,1992,863 453-1,Polydor,186473
Cathy Dennis,You Lied To Me,You Lied To Me (Sprayed With Attitude Dub 3),B3,5:58,"Cathy Dennis, Shep Pettibone",Shep Pettibone,1992,863 453-1,Polydor,186473
Cathy Dennis,Just Another Dream,Just Another Dream (Club Mix),A1,6:32,,,1990,877 963-1,Polydor,1608664
Cathy Dennis,Just Another Dream,Just Another Dream (Dub Mix),A2,4:18,,,1990,877 963-1,Polydor,1608664
Cathy Dennis,Just Another Dream,"Just Another Dream (7"")",A3,4:04,,,1990,877 963-1,Polydor,1608664
Cathy Dennis,Just Another Dream,Just Another Dream (The Dream Mix),B1,7:32,,,1990,877 963-1,Polydor,1608664
Cathy Dennis,Just Another Dream,Just Another Dream (The Dream Dub),B2,5:45,,,1990,877 963-1,Polydor,1608664
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,"Ain't Nothin' Goin' On But The Rent (12"" Club Mix)",A1,7:14,Gwen Guthrie,"Mark Berry, Tony Prendatt",1986,885 106-1,Polydor,80266
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,Ain't Nothin' Goin' On But The Rent (Dub Mix),A2,7:40,Gwen Guthrie,"Mark Berry, Tony Prendatt",1986,885 106-1,Polydor,80266
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,"Ain't Nothin' Goin' On But The Rent (12"" Club Mix)",B1,5:59,Gwen Guthrie,"Mark Berry, Tony Prendatt",1986,885 106-1,Polydor,80266
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,Ain't Nothin' Goin' On But The Rent (Dub Mix),B2,7:04,Gwen Guthrie,"Mark Berry, Tony Prendatt",1986,885 106-1,Polydor,80266
Gwen Guthrie,(They Long To Be) Close To You,(They Long To Be) Close To You (Larry Levan Remix),A1,7:14,Gwen Guthrie,Larry Levan,1986,885 528-1,Polydor,835644
Gwen Guthrie,(They Long To Be) Close To You,"(They Long To Be) Close To You (7"" Version)",A2,3:48,Gwen Guthrie,,1986,885 528-1,Polydor,835644
Gwen Guthrie,(They Long To Be) Close To You,(They Long To Be) Close To You (LP Version),B1,5:33,Gwen Guthrie,,1986,885 528-1,Polydor,835644
Gwen Guthrie,(They Long To Be) Close To You,Stop Holding Back,B2,6:01,Gwen Guthrie,,1986,885 528-1,Polydor,835644
Cathy Dennis,Touch Me (All Night Long),Touch Me (All Night Long) (Club Mix),A1,7:17,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Touch Me (All Night Long),Touch Me (All Night Long) (All Night Long Mix),A2,6:46,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Touch Me (All Night Long),"Touch Me (All Night Long) (7"" Mix)",A3,3:28,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Touch Me (All Night Long),Touch Me (All Night Long) (Touch This),B1,7:47,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Touch Me (All Night Long),Touch Me (All Night Long) (Rhodesapella),B2,4:06,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Touch Me (All Night Long),Touch Me (All Night Long) (Dub All Night Long),B3,5:21,"Cathy Dennis, Phil Bodger, Shep Pettibone",,1991,879-467-1,Polydor,91278
Cathy Dennis,Everybody Move,Everybody Move (Everybody's Club Mix),A1,8:10,Phil Bodger,Shep Pettibone,1991,867 989-1,PolyGram,2040556
Cathy Dennis,Everybody Move,Everybody Move (Padapella),A2,4:59,Phil Bodger,Shep Pettibone,1991,867 989-1,PolyGram,2040556
Cathy Dennis,Everybody Move,Everybody Move (Everybody's House Mix),B1,7:36,Phil Bodger,Shep Pettibone,1991,867 989-1,PolyGram,2040556
Cathy Dennis,Everybody Move,Everybody Move (Everybody's House Music),B2,3:49,Phil Bodger,Shep Pettibone,1991,867 989-1,PolyGram,2040556
Barbara Tucker Feat. Darryl D'Bonneau,Stop Playing With My Mind,Stop Playing With My Mind (Whiplash & Turner Vocal Mix),A,,,Whiplash & Turner,2000,"12TIVDJX 127, 12TIVDJX127","Positiva, Positiva",171254
Barbara Tucker Feat. Darryl D'Bonneau,Stop Playing With My Mind,Stop Playing With My Mind (Full Intention Vocal Dub Mix),B1,,,Full Intention,2000,"12TIVDJX 127, 12TIVDJX127","Positiva, Positiva",171254
Barbara Tucker Feat. Darryl D'Bonneau,Stop Playing With My Mind,Stop Playing With My Mind (Full Intention Dub Mix),B2,,,Full Intention,2000,"12TIVDJX 127, 12TIVDJX127","Positiva, Positiva",171254
Barbara Tucker Feat. Darryl D'Bonneau,Stop Playing With My Mind,Stop Playing With My Mind (Full Intention Club Mix),C,,,Full Intention,2000,"12TIVDJX 127, 12TIVDJX127","Positiva, Positiva",171254
Barbara Tucker Feat. Darryl D'Bonneau,Stop Playing With My Mind,Stop Playing With My Mind (Artful Dodger Vocal Mix),D,,,Artful Dodger,2000,"12TIVDJX 127, 12TIVDJX127","Positiva, Positiva",171254
Musique,Keep On Jumpin',Keep On Jumpin',A1,6:56,Patrick Adams,,1978,PRL 12158,Prelude Records,8221896
Musique,Keep On Jumpin',Summer Love,A2,6:17,Patrick Adams,,1978,PRL 12158,Prelude Records,8221896
Musique,Keep On Jumpin',In The Bush,B1,8:20,Patrick Adams,,1978,PRL 12158,Prelude Records,8221896
Musique,Keep On Jumpin',Summer Love Theme,B2,8:00,Patrick Adams,,1978,PRL 12158,Prelude Records,8221896
France Joli,Tonight,This Time (I'm Giving All I've Got),A1,3:54,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,When Love Hurts Inside,A2,4:14,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,Tonight,A3,5:51,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,Stoned In Love,A4,6:17,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,The Heart To Break The Heart,B1,7:30,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,Feel Like Dancing,B2,7:20,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
France Joli,Tonight,Tough Luck,B3,5:30,,,1980,"PRL 12179, 12179","Prelude Records, Prelude Records",16711131
Divine,I'm So Beautiful,I'm So Beautiful (Mix),A,7:52,"Barry Evangeli, Pete Waterman",,1984,120·07·117,"Proto (2), Bellaphon",52983
Divine,I'm So Beautiful,I'm So Beautiful (Divine Mix),B1,4:43,"Barry Evangeli, Pete Waterman",,1984,120·07·117,"Proto (2), Bellaphon",52983
Divine,I'm So Beautiful,Show Me Around,B2,3:18,"Barry Evangeli, Pete Waterman",,1984,120·07·117,"Proto (2), Bellaphon",52983
Kylie Minogue,Kylie,I Should Be So Lucky,A1,3:23,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,The Loco-motion,A2,3:12,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,Je Ne Sais Pas Pourquoi,A3,4:01,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,It's No Secret,A4,3:57,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,Got To Be Certain,A5,3:18,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,Turn It Into Love,B1,3:36,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,I Miss You,B2,3:14,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,I'll Still Be Loving You,B3,3:45,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,Look My Way,B4,3:35,,,1988,HF 3,PWL Records,26102851
Kylie Minogue,Kylie,Love At First Sight,B5,3:25,,,1988,HF 3,PWL Records,26102851
Vision Masters And Tony King Featuring Kylie Minogue,Keep On Pumpin' It,Keep On Pumpin' It (Angelic Remix),A,7:25,Stock & Waterman,"Tony King, The Vision Masters",1991,PWLT 207,PWL Records,154227
Vision Masters And Tony King Featuring Kylie Minogue,Keep On Pumpin' It,Keep On Pumpin' It (Astral Flight Mix),B,6:55,Stock & Waterman,Phil Harding,1991,PWLT 207,PWL Records,154227
Kylie Minogue,It's No Secret,"It's No Secret (12"" Version)",A,5:40,,,1988,"0-21126, 9 21126-0","PWL Records, Geffen Records, Geffen Records",1220384
Kylie Minogue,It's No Secret,Made In Heaven (Maid In England Mix),B,6:17,,,1988,"0-21126, 9 21126-0","PWL Records, Geffen Records, Geffen Records",1220384
Roger Sanchez,Another Chance,Another Chance (Original Mix),A1,,Roger Sanchez,,2001,RSNL 019,R-Senal,115405
Roger Sanchez,Another Chance,Static,B1,,Roger Sanchez,,2001,RSNL 019,R-Senal,115405
Roger Sanchez,Another Chance,Another Chance (The S-man's Dark Nite Mix),C1,,Roger Sanchez,Roger Sanchez,2001,RSNL 019,R-Senal,115405
Roger Sanchez,Another Chance,Another Chance (Christoff Mix),D1,,Roger Sanchez,Christoff,2001,RSNL 019,R-Senal,115405
Kristine W,Stronger,Stronger (Derek's Extended Mix),A1,5:15,"Derek Brin, Peter Ries",Derek Brin,2000,07863 60281-1,RCA,197475
Kristine W,Stronger,Stronger (Derek's Narcotic Dub Mix),A2,6:04,"Derek Brin, Peter Ries",Derek Brin,2000,07863 60281-1,RCA,197475
Kristine W,Stronger,Stronger (Junior's Marathon Mix),B1,10:13,"Derek Brin, Peter Ries",Junior Vasquez,2000,07863 60281-1,RCA,197475
Kristine W,Stronger,Stronger (Johnny Vicious Club Mix),C1,10:48,"Derek Brin, Peter Ries",Johnny Vicious,2000,07863 60281-1,RCA,197475
Kristine W,Stronger,Stronger (RH Factor Club Mix),D1,7:37,"Derek Brin, Peter Ries",RH Factor,2000,07863 60281-1,RCA,197475
Kristine W,Stronger,Clubland (Thunderpuss Club Mix),D2,7:34,"Derek Brin, Peter Ries",Thunderpuss,2000,07863 60281-1,RCA,197475
Martha Wash,Give It To You,Give It To You (Momo's Klub Mix),A1,6:44,,David Morales,1992,07863 62434-1,RCA,75004
Martha Wash,Give It To You,Give It To You (Dead Zone Mix),A2,5:42,,David Morales,1992,07863 62434-1,RCA,75004
Martha Wash,Give It To You,Give It To You (Maurice's Klub Mix),B1,6:48,,Maurice Joshua,1992,07863 62434-1,RCA,75004
Martha Wash,Give It To You,Give It To You (Kaoz Klub Mix),B2,6:24,,Kerri Chandler,1992,07863 62434-1,RCA,75004
Martha Wash,Give It To You,Give It To You (Def Dub Mix),C1,6:25,,David Morales,1992,07863 62434-1,RCA,75004
